taxid	name	rank	species_taxid	species_name	ogt	regime	ogt_match_type	ogt_row_count	ogt_temp_min	ogt_temp_max	ogt_raw_temps	ogt_sources	ogt_source_ids	ogt_parse_modes	ogt_has_range	ogt_range_count	ogt_source_taxids	superkingdom	phylum	class	order	family	genus
520	Bordetella pertussis	species	520	Bordetella pertussis	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu585	point	no	0	520	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
521	Bordetella avium	species	521	Bordetella avium	36.5	meso	exact_taxid	2	36.0	37.0	37;36.0	BacDive;Lyubetsky et al., 2020	377;Lyu580	point	no	0	521	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
524	Acidiphilium cryptum	species	524	Acidiphilium cryptum	33.5	meso	exact_taxid	3	33.5	38.0	35-41;33.5;33.5	BacDive;Lyubetsky et al., 2020;Tempura	26;Lyu500;Tempura3071	point;range_midpoint	yes	1	524	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium
526	Acidiphilium rubrum	species	526	Acidiphilium rubrum	23.8	meso	exact_taxid	2	20.0	27.5	27.5;20.0	Tempura;aciDB	Tempura7172;aciDB26	point	no	0	526	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium
529	Brucella anthropi	species	529	Brucella anthropi	28.5	meso	exact_taxid	2	28.5	28.5	20-37;28.5	BacDive;Lyubetsky et al., 2020	1878;Lyu305	point;range_midpoint	yes	1	529	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
533	Beijerinckia indica	species	533	Beijerinckia indica	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Lyubetsky et al., 2020	Lyu174	point	no	0	533	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Beijerinckia
536	Chromobacterium violaceum	species	536	Chromobacterium violaceum	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Lyubetsky et al., 2020	Lyu465	point	no	0	536	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium
542	Zymomonas mobilis	species	542	Zymomonas mobilis	27.5	meso	exact_taxid	1	27.5	27.5	27.5	Lyubetsky et al., 2020	Lyu265	point	no	0	542	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas
545	Citrobacter koseri	species	545	Citrobacter koseri	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu672	point	no	0	545	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
546	Citrobacter freundii	species	546	Citrobacter freundii	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu671	point	no	0	546	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
549	Pantoea agglomerans	species	549	Pantoea agglomerans	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu391	point	no	0	549	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
550	Enterobacter cloacae	species	550	Enterobacter cloacae	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu363	point	no	0	550	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
552	Erwinia amylovora	species	552	Erwinia amylovora	28.5	meso	exact_taxid	1	28.5	28.5	28.5	Lyubetsky et al., 2020	Lyu301	point	no	0	552	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia
553	Pantoea ananatis	species	553	Pantoea ananatis	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu392	point	no	0	553	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
554	Pectobacterium carotovorum	species	554	Pectobacterium carotovorum	28.5	meso	exact_taxid	1	28.5	28.5	28.5	Lyubetsky et al., 2020	Lyu306	point	no	0	554	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium
562	Escherichia coli	species	562	Escherichia coli	37.0	meso	exact_taxid	4	30.0	37.0	30;37;37;37.0	BacDive;Lyubetsky et al., 2020	4434;4483;4907;Lyu703	point	no	0	562	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
564	Escherichia fergusonii	species	564	Escherichia fergusonii	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu704	point	no	0	564	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia
569	Hafnia alvei	species	569	Hafnia alvei	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Lyubetsky et al., 2020	Lyu367	point	no	0	569	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia
582	Morganella morganii	species	582	Morganella morganii	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu610	point	no	0	582	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella
584	Proteus mirabilis	species	584	Proteus mirabilis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu759	point	no	0	584	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
585	Proteus vulgaris	species	585	Proteus vulgaris	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu760	point	no	0	585	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
587	Providencia rettgeri	species	587	Providencia rettgeri	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu761	point	no	0	587	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
588	Providencia stuartii	species	588	Providencia stuartii	35.2	meso	exact_taxid	2	33.5	37.0	37.0;33.5	Lyubetsky et al., 2020;Tempura	Lyu762;Tempura2340	point	no	0	588	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
614	Serratia liquefaciens	species	614	Serratia liquefaciens	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Lyubetsky et al., 2020	Lyu528	point	no	0	614	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
615	Serratia marcescens	species	615	Serratia marcescens	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Lyubetsky et al., 2020	Lyu529	point	no	0	615	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
622	Shigella dysenteriae	species	622	Shigella dysenteriae	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu767	point	no	0	622	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
624	Shigella sonnei	species	624	Shigella sonnei	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu768	point	no	0	624	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella
628	Xenorhabdus nematophila	species	628	Xenorhabdus nematophila	28.0	meso	exact_taxid	1	28.0	28.0	28.0	Lyubetsky et al., 2020	Lyu296	point	no	0	628	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus
630	Yersinia enterocolitica	species	630	Yersinia enterocolitica	28.5	meso	exact_taxid	1	28.5	28.5	28.5	Lyubetsky et al., 2020	Lyu308	point	no	0	630	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
631	Yersinia intermedia	species	631	Yersinia intermedia	28.5	meso	exact_taxid	1	28.5	28.5	28.5	Lyubetsky et al., 2020	Lyu310	point	no	0	631	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
632	Yersinia pestis	species	632	Yersinia pestis	28.5	meso	exact_taxid	1	28.5	28.5	28.5	Lyubetsky et al., 2020	Lyu312	point	no	0	632	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
633	Yersinia pseudotuberculosis	species	633	Yersinia pseudotuberculosis	28.5	meso	exact_taxid	1	28.5	28.5	28.5	Lyubetsky et al., 2020	Lyu313	point	no	0	633	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
636	Edwardsiella tarda	species	636	Edwardsiella tarda	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu702	point	no	0	636	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella
644	Aeromonas hydrophila	species	644	Aeromonas hydrophila	29.5	meso	exact_taxid	1	29.5	29.5	29.5	Lyubetsky et al., 2020	Lyu335	point	no	0	644	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
645	Aeromonas salmonicida	species	645	Aeromonas salmonicida	23.5	meso	exact_taxid	1	23.5	23.5	23.5	Lyubetsky et al., 2020	Lyu164	point	no	0	645	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
649	Aeromonas eucrenophila	species	649	Aeromonas eucrenophila	30.0	meso	exact_taxid	1	30.0	30.0	30.0	Tempura	Tempura5427	point	no	0	649	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
651	Aeromonas media	species	651	Aeromonas media	23.5	meso	exact_taxid	2	22.0	25.0	25.0;22.0	Lyubetsky et al., 2020;Tempura	Lyu169;Tempura5935	point	no	0	651	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
659	Photobacterium phosphoreum	species	659	Photobacterium phosphoreum	22.5	meso	exact_taxid	1	22.5	22.5	22.5	Tempura	Tempura8520	point	no	0	659	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
666	Vibrio cholerae	species	666	Vibrio cholerae	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu620	point	no	0	666	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
668	Aliivibrio fischeri	species	668	Aliivibrio fischeri	25.0	meso	exact_taxid	1	25.0	25.0	25.0	Lyubetsky et al., 2020	Lyu171	point	no	0	668	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio
703	Plesiomonas shigelloides	species	703	Plesiomonas shigelloides	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu756	point	no	0	703	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Plesiomonas
715	Actinobacillus pleuropneumoniae	species	715	Actinobacillus pleuropneumoniae	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu630	point	no	0	715	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
716	Actinobacillus suis	species	716	Actinobacillus suis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu632	point	no	0	716	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
717	Actinobacillus capsulatus	species	717	Actinobacillus capsulatus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura2793	point	no	0	717	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
718	Actinobacillus equuli	species	718	Actinobacillus equuli	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu629	point	no	0	718	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
720	Actinobacillus lignieresii	species	720	Actinobacillus lignieresii	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura4648	point	no	0	720	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
723	Actinobacillus ureae	species	723	Actinobacillus ureae	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura3446	point	no	0	723	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
727	Haemophilus influenzae	species	727	Haemophilus influenzae	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu603	point	no	0	727	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
729	Haemophilus parainfluenzae	species	729	Haemophilus parainfluenzae	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu604	point	no	0	729	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
730	[Haemophilus] ducreyi	species	730	[Haemophilus] ducreyi	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu571	point	no	0	730	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
738	Glaesserella parasuis	species	738	Glaesserella parasuis	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu572	point	no	0	738	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella
747	Pasteurella multocida	species	747	Pasteurella multocida	39.0	meso	exact_taxid	1	39.0	39.0	39.0	Lyubetsky et al., 2020	Lyu831	point	no	0	747	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
774	Bartonella bacilliformis	species	774	Bartonella bacilliformis	26.5	meso	exact_taxid	1	26.5	26.5	26.5	Lyubetsky et al., 2020	Lyu211	point	no	0	774	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella
781	Rickettsia conorii	species	781	Rickettsia conorii	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu490	point	no	0	781	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
782	Rickettsia prowazekii	species	782	Rickettsia prowazekii	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Lyubetsky et al., 2020	Lyu558	point	no	0	782	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
783	Rickettsia rickettsii	species	783	Rickettsia rickettsii	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu494	point	no	0	783	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
785	Rickettsia typhi	species	785	Rickettsia typhi	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Lyubetsky et al., 2020	Lyu559	point	no	0	785	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
787	Rickettsia australis	species	787	Rickettsia australis	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu489	point	no	0	787	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
803	Bartonella quintana	species	803	Bartonella quintana	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu578	point	no	0	803	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella
813	Chlamydia trachomatis	species	813	Chlamydia trachomatis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu666	point	no	0	813	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia
817	Bacteroides fragilis	species	817	Bacteroides fragilis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu645	point	no	0	817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
818	Bacteroides thetaiotaomicron	species	818	Bacteroides thetaiotaomicron	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu648	point	no	0	818	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
820	Bacteroides uniformis	species	820	Bacteroides uniformis	36.0	meso	species_taxid	1	36.0	36.0	36.0	Tempura	Tempura2274	point	no	0	411479	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
821	Phocaeicola vulgatus	species	821	Phocaeicola vulgatus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu649	point	no	0	821	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
831	Butyrivibrio fibrisolvens	species	831	Butyrivibrio fibrisolvens	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1810	point	no	0	831	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio
833	Fibrobacter succinogenes	species	833	Fibrobacter succinogenes	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu706	point	no	0	833	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
837	Porphyromonas gingivalis	species	837	Porphyromonas gingivalis	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu758	point	no	0	837	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
839	Xylanibacter ruminicola	species	839	Xylanibacter ruminicola	33.5	meso	exact_taxid	1	33.5	33.5	33.5	Lyubetsky et al., 2020	Lyu524	point	no	0	839	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Xylanibacter
844	Wolinella succinogenes	species	844	Wolinella succinogenes	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu798	point	no	0	844	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella
851	Fusobacterium nucleatum	species	851	Fusobacterium nucleatum	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu601	point	no	0	851	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
863	Syntrophomonas wolfei	species	863	Syntrophomonas wolfei	36.0	meso	exact_taxid	1	36.0	36.0	36.0	Lyubetsky et al., 2020	Lyu617	point	no	0	863	Bacteria	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas
873	Desulfocurvibacter africanus	species	873	Desulfocurvibacter africanus	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu483	point	no	0	873	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvibacter
876	Desulfovibrio desulfuricans	species	876	Desulfovibrio desulfuricans	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu484	point	no	0	876	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
880	Maridesulfovibrio salexigens	species	880	Maridesulfovibrio salexigens	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu485	point	no	0	880	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio
881	Nitratidesulfovibrio vulgaris	species	881	Nitratidesulfovibrio vulgaris	33.0	meso	exact_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu486	point	no	0	881	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Nitratidesulfovibrio
882	Nitratidesulfovibrio vulgaris str. Hildenborough	strain	881	Nitratidesulfovibrio vulgaris	33.0	meso	species_taxid	1	33.0	33.0	33.0	Lyubetsky et al., 2020	Lyu486	point	no	0	881	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Nitratidesulfovibrio
884	Nitratidesulfovibrio oxamicus (strain Monticello)	strain	32016	Nitratidesulfovibrio oxamicus	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Tempura	Tempura1198	point	no	0	884	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Nitratidesulfovibrio
889	Paucidesulfovibrio longus	species	889	Paucidesulfovibrio longus	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Tempura	Tempura3549	point	no	0	889	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Paucidesulfovibrio
897	Desulfococcus multivorans	species	897	Desulfococcus multivorans	35.0	meso	exact_taxid	1	35.0	35.0	35.0	Lyubetsky et al., 2020	Lyu548	point	no	0	897	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus
899	Desulfomicrobium baculatum	species	899	Desulfomicrobium baculatum	32.5	meso	exact_taxid	1	32.5	32.5	32.5	Lyubetsky et al., 2020	Lyu467	point	no	0	899	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
901	Desulfovibrio piger	species	901	Desulfovibrio piger	37.0	meso	exact_taxid	1	37.0	37.0	37.0	Lyubetsky et al., 2020	Lyu700	point	no	0	901	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
905	Acidaminococcus fermentans	species	905	Acidaminococcus fermentans	33.5	meso	exact_taxid	2	33.5	33.5	33.5;33.5	Lyubetsky et al., 2020;Tempura	Lyu499;Tempura2344	point	no	0	905	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus
907	Megasphaera elsdenii	species	907	Megasphaera elsdenii	38.5	meso	exact_taxid	1	38.5	38.5	38.5	Lyubetsky et al., 2020	Lyu815	point	no	0	907	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
912	Nitrobacter hamburgensis	species	912	Nitrobacter hamburgensis	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Lyubetsky et al., 2020	Lyu325	point	no	0	912	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter
913	Nitrobacter winogradskyi	species	913	Nitrobacter winogradskyi	29.0	meso	exact_taxid	1	29.0	29.0	29.0	Lyubetsky et al., 2020	Lyu326	point	no	0	913	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter
920	Acidithiobacillus ferrooxidans	species	920	Acidithiobacillus ferrooxidans	30.0	meso	exact_taxid	7	26.0	35.0	32.5;35.0;30.0;30.0;32.0;30.0;26.0	Lyubetsky et al., 2020;aciDB	Lyu460;aciDB45;aciDB46;aciDB47;aciDB48;aciDB51;aciDB52	point	no	0	920	Bacteria	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus
921	Ancylobacter novellus	species	921	Ancylobacter novellus	27.5	meso	exact_taxid	2	27.5	27.5	27.5;27.5	Lyubetsky et al., 2020;Tempura	Lyu261;Tempura6400	point	no	0	921	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Ancylobacter
923	Guyparkeria hydrothermalis	species	923	Guyparkeria hydrothermalis	37.5	meso	exact_taxid	2	37.5	37.5	35-40;37.5	BacDive;Tempura	6092;Tempura2237	point;range_midpoint	yes	1	923	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioalkalibacteraceae	Guyparkeria
926	Thiomonas intermedia	species	926	Thiomonas intermedia	32.5	meso	exact_taxid	3	30.0	32.5	32.5;32.5;30.0	Lyubetsky et al., 2020;Tempura;aciDB	Lyu482;Tempura6044;aciDB370	point	no	0	926	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales		Thiomonas
927	Halothiobacillus neapolitanus	species	927	Halothiobacillus neapolitanus	30.0	meso	exact_taxid	3	30.0	30.0	28-32;30.0;30.0	BacDive;Lyubetsky et al., 2020;Tempura	6089;Lyu368;Tempura4691	point;range_midpoint	yes	1	927	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus
